x1,y
60001,6942.111111111111
60002,3754.3333333333335
60003,19788.88888888889
60004,6161.0
60005,3849.777777777778
60006,12420.888888888889
60007,6600.0
60008,6609.888888888889
60009,18433.333333333332
60010,13880.888888888889
60011,3708.8888888888887
60012,2860.8888888888887
60013,3282.1111111111113
60014,3271.0
60015,6826.666666666667
60016,1372.2222222222222
60017,3027.777777777778
60018,3244.0
60019,1528.7777777777778
60020,10148.777777777777
60021,1732.2222222222222
60022,10163.333333333334
60023,15786.555555555555
60024,2666.5555555555557
60025,14138.555555555555
60026,12444.222222222223
60027,11509.777777777777
60028,14832.111111111111
60029,2138.222222222222
60030,1498.7777777777778
60031,3532.0
60032,7594.333333333333
60033,18387.666666666668
60034,9277.555555555555
60035,10637.666666666666
60036,1771.111111111111
60037,10731.888888888889
60038,11704.333333333334
60039,12053.0
60040,4810.0
60041,5416.555555555556
60042,6372.0
60043,7005.333333333333
60044,4344.111111111111
60045,3572.222222222222
60046,4015.4444444444443
60047,8923.222222222223
60048,9300.666666666666
60049,12130.111111111111
60050,5938.777777777777
60051,1515.3333333333333
60052,2304.3333333333335
60053,4254.444444444444
60054,3727.5555555555557
60055,6133.0
60056,6980.333333333333
60057,7550.0
60058,3121.0
60059,10227.777777777777
60060,12915.444444444445
60061,8848.777777777777
60062,16349.444444444445
60063,4988.555555555556
60064,5325.555555555556
60065,7052.222222222223
60066,1876.3333333333333
60067,4598.0
60068,2083.1111111111113
60069,11048.888888888889
60070,3719.8888888888887
60071,7097.777777777777
60072,6126.555555555556
60073,3575.8888888888887
60074,15820.777777777777
60075,10388.888888888889
60076,1755.4444444444443
60077,14609.888888888889
60078,8510.0
60079,7993.444444444444
60080,1699.888888888889
60081,5227.333333333333
60082,4396.666666666667
60083,14759.888888888889
60084,1993.2222222222222
60085,3176.6666666666665
60086,10675.444444444445
60087,2364.3333333333335
60088,1630.7777777777778
60089,1652.2222222222222
60090,12420.888888888889
60091,3222.222222222222
60092,2983.222222222222
60093,11873.555555555555
60094,17187.777777777777
60095,7992.0
60096,9199.777777777777
60097,4782.222222222223
60098,2749.777777777778
60099,19925.444444444445
60100,6443.888888888889
60101,11777.333333333334
60102,12904.444444444445
60103,4566.222222222223
60104,15421.0
60105,3307.4444444444443
60106,9887.555555555555
60107,5699.888888888889
60108,9453.222222222223
60109,10123.666666666666
60110,11911.0
60111,9171.888888888889
60112,7408.777777777777
60113,14413.333333333334
60114,7270.0
60115,26137.777777777777
60116,12138.555555555555
60117,9516.555555555555
60118,17455.555555555555
60119,2272.1111111111113
60120,5054.111111111111
60121,12698.555555555555
60122,14659.666666666666
60123,13666.555555555555
60124,2089.5555555555557
60125,10005.444444444445
60126,9375.333333333334
60127,2413.222222222222
60128,1537.4444444444443
60129,5266.444444444444
60130,8923.222222222223
60131,4287.555555555556
60132,3038.1111111111113
60133,11122.0
60134,3359.8888888888887
60135,5432.222222222223
60136,2871.0
60137,9115.333333333334
60138,3703.222222222222
60139,10093.0
60140,5533.222222222223
60141,11908.777777777777
60142,21960.88888888889
60143,13503.333333333334
60144,7199.666666666667
60145,15758.888888888889
60146,12282.111111111111
60147,14737.111111111111
60148,3665.222222222222
60149,5481.111111111111
60150,7108.888888888889
60151,3082.222222222222
60152,4615.555555555556
60153,1618.7777777777778
60154,17731.0
60155,2171.4444444444443
60156,16999.88888888889
60157,13865.555555555555
60158,8067.777777777777
60159,2627.3333333333335
60160,2788.8888888888887
60161,3253.222222222222
60162,11622.0
60163,25194.333333333332
60164,1722.0
60165,4403.777777777777
60166,3894.1111111111113
60167,3048.777777777778
60168,2803.3333333333335
60169,9386.666666666666
60170,7792.888888888889
60171,2577.777777777778
60172,2453.6666666666665
60173,1349.7777777777778
60174,14455.444444444445
60175,6105.555555555556
60176,9370.0
60177,27230.444444444445
60178,3148.6666666666665
60179,2477.777777777778
60180,6921.0
60181,5437.555555555556
60182,4593.111111111111
60183,2182.0
60184,4938.666666666667
60185,2203.222222222222
60186,4816.555555555556
60187,7742.0
60188,2776.222222222222
60189,2101.222222222222
60190,7108.888888888889
60191,3637.6666666666665
60192,2305.5555555555557
60193,5825.0
60194,10132.0
60195,1944.2222222222222
60196,15409.888888888889
60197,5480.777777777777
60198,12508.666666666666
60199,4611.111111111111
60200,7153.666666666667
60201,19264.444444444445
60202,1783.111111111111
60203,7848.666666666667
60204,2520.8888888888887
60205,2366.6666666666665
60206,11963.222222222223
60207,7070.0
60208,7944.666666666667
60209,12312.777777777777
60210,7615.333333333333
60211,8453.222222222223
60212,6257.666666666667
60213,2741.0
60214,7717.777777777777
60215,4016.3333333333335
60216,8961.111111111111
60217,7216.666666666667
60218,11710.888888888889
60219,12954.333333333334
60220,1443.111111111111
60221,2436.5555555555557
60222,2233.222222222222
60223,5007.666666666667
60224,2103.222222222222
60225,6161.0
60226,13555.555555555555
60227,3675.3333333333335
60228,19383.222222222223
60229,10532.222222222223
60230,8792.111111111111
60231,6570.222222222223
60232,2304.3333333333335
60233,2386.6666666666665
60234,4312.111111111111
60235,2783.0
60236,2101.1111111111113
60237,9686.444444444445
60238,2832.1111111111113
60239,1514.3333333333333
60240,4310.777777777777
60241,2466.6666666666665
60242,7077.444444444444
60243,4797.777777777777
60244,2453.0
60245,1704.4444444444443
60246,4044.1111111111113
60247,7393.0
60248,5465.555555555556
60249,11411.0
60250,1954.3333333333333
60251,3733.222222222222
60252,2050.0
60253,3493.222222222222
60254,10042.0
60255,1593.2222222222222
60256,9636.555555555555
60257,3298.6666666666665
60258,10971.0
60259,12277.777777777777
60260,7866.555555555556
60261,18000.0
60262,2161.0
60263,7415.111111111111
60264,5820.111111111111
60265,9694.333333333334
60266,10657.666666666666
60267,6658.888888888889
60268,6826.555555555556
60269,3036.5555555555557
60270,2605.5555555555557
60271,16465.555555555555
60272,1811.111111111111
60273,4693.222222222223
60274,4506.666666666667
60275,14299.888888888889
60276,3622.1111111111113
60277,9354.333333333334
60278,6609.888888888889
60279,8183.111111111111
60280,8304.666666666666
60281,15035.222222222223
60282,2482.1111111111113
60283,6630.777777777777
60284,6213.111111111111
60285,4969.777777777777
60286,4911.111111111111
60287,3835.8888888888887
60288,3231.1111111111113
60289,7953.222222222223
60290,2582.0
60291,3720.8888888888887
60292,10660.888888888889
60293,2952.222222222222
60294,13785.111111111111
60295,9948.666666666666
60296,7615.444444444444
60297,8487.222222222223
60298,6254.333333333333
60299,18566.666666666668
60300,4893.333333333333
60301,4698.888888888889
60302,3570.0
60303,6410.0
60304,20065.444444444445
60305,4096.555555555556
60306,3455.5555555555557
60307,10298.888888888889
60308,1615.4444444444443
60309,4954.333333333333
60310,16582.777777777777
60311,16892.444444444445
60312,8698.777777777777
60313,21396.666666666668
60314,4298.555555555556
60315,15954.333333333334
60316,6236.666666666667
60317,2008.7777777777778
60318,1459.7777777777778
60319,4370.444444444444
60320,3038.8888888888887
60321,11292.111111111111
60322,21460.88888888889
60323,2072.1111111111113
60324,7559.888888888889
60325,2225.3333333333335
60326,2694.3333333333335
60327,2438.4444444444443
60328,2360.777777777778
60329,10926.444444444445
60330,6980.333333333333
60331,5922.222222222223
60332,6404.333333333333
60333,8577.666666666666
60334,4336.555555555556
60335,2148.8888888888887
60336,5622.111111111111
60337,5837.555555555556
60338,1637.6666666666667
60339,4702.888888888889
60340,4464.666666666667
60341,15092.0
60342,3328.1111111111113
60343,16488.777777777777
60344,2243.1111111111113
60345,1374.3333333333333
60346,2172.1111111111113
60347,1933.3333333333333
60348,11894.333333333334
60349,7502.0
60350,23057.666666666668
60351,4161.0
60352,3316.5555555555557
60353,5455.444444444444
60354,16538.666666666668
60355,4866.555555555556
60356,3384.5555555555557
60357,2424.222222222222
60358,5882.666666666667
60359,5683.111111111111
60360,1427.7777777777778
60361,1945.3333333333333
60362,14444.444444444445
60363,33754.333333333336
60364,2227.6666666666665
60365,11088.666666666666
60366,3249.6666666666665
60367,10909.777777777777
60368,6622.0
60369,4443.333333333333
60370,2372.0
60371,4652.666666666667
60372,7803.111111111111
60373,15843.111111111111
60374,11377.222222222223
60375,7287.111111111111
60376,29737.777777777777
60377,3647.6666666666665
60378,3541.8888888888887
60379,2522.0
60380,21337.555555555555
60381,2522.1111111111113
60382,3236.6666666666665
60383,14596.555555555555
60384,4766.666666666667
60385,8188.888888888889
60386,2155.3333333333335
60387,1856.4444444444443
60388,12548.666666666666
60389,9627.555555555555
60390,16761.444444444445
60391,7627.444444444444
60392,2748.5555555555557
60393,1833.2222222222222
60394,4311.0
60395,1810.4444444444443
60396,3261.1111111111113
60397,2165.222222222222
60398,8329.777777777777
60399,3477.6666666666665
60400,1947.5555555555557
60401,1288.7777777777778
60402,4087.777777777778
60403,7521.444444444444
60404,2155.1111111111113
60405,15262.0
60406,6826.555555555556
60407,3384.222222222222
60408,4770.777777777777
60409,3112.1111111111113
60410,11688.777777777777
60411,11532.0
60412,7783.111111111111
60413,7351.888888888889
60414,8858.888888888889
60415,1793.111111111111
60416,21664.444444444445
60417,9035.333333333334
60418,5905.555555555556
60419,2443.222222222222
60420,1688.6666666666667
60421,3199.5555555555557
60422,1458.6666666666667
60423,29083.666666666668
60424,4017.6666666666665
60425,3019.8888888888887
60426,10566.444444444445
60427,4364.444444444444
60428,8975.555555555555
60429,10858.888888888889
60430,1976.5555555555557
60431,14894.333333333334
60432,1855.3333333333333
60433,9742.222222222223
60434,14665.444444444445
60435,2865.4444444444443
60436,2695.222222222222
60437,8570.888888888889
60438,6124.333333333333
60439,13461.0
60440,11344.111111111111
60441,6098.888888888889
60442,10555.555555555555
60443,3560.8888888888887
60444,14608.777777777777
60445,16782.11111111111
60446,8752.111111111111
60447,8855.555555555555
60448,11966.444444444445
60449,10371.0
60450,5410.888888888889
60451,4294.333333333333
60452,16922.222222222223
60453,3299.777777777778
60454,18043.222222222223
60455,12830.0
60456,5676.666666666667
60457,1932.0
60458,4643.222222222223
60459,2203.222222222222
60460,2140.0
60461,22222.11111111111
60462,19421.88888888889
60463,17840.0
60464,9987.777777777777
60465,6998.666666666667
60466,5086.0
60467,4593.222222222223
60468,13603.222222222223
60469,10676.333333333334
60470,2403.1111111111113
60471,7102.111111111111
60472,5548.666666666667
60473,5448.888888888889
60474,9322.111111111111
60475,19217.666666666668
60476,9907.888888888889
60477,3388.8888888888887
60478,3275.5555555555557
60479,17537.555555555555
60480,8686.555555555555
60481,6602.222222222223
60482,2249.8888888888887
60483,9311.0
60484,14809.666666666666
60485,3093.222222222222
60486,2321.8888888888887
60487,7855.444444444444
60488,10215.333333333334
60489,29077.222222222223
60490,13532.222222222223
60491,1483.3333333333333
60492,12722.111111111111
60493,6985.222222222223
60494,7664.333333333333
60495,11193.222222222223
60496,5772.111111111111
60497,4342.666666666667
60498,27652.0
60499,2126.4444444444443
60500,1668.7777777777778
60501,7169.222222222223
60502,3083.0
60503,4005.4444444444443
60504,7738.444444444444
60505,19894.222222222223
60506,29033.777777777777
60507,10869.0
60508,1364.4444444444443
60509,6033.222222222223
60510,7787.111111111111
60511,10210.555555555555
60512,6049.555555555556
60513,10993.111111111111
60514,3222.0
60515,7753.222222222223
60516,2981.0
60517,2149.777777777778
60518,5587.666666666667
60519,3877.4444444444443
60520,3565.4444444444443
60521,4293.111111111111
60522,5277.444444444444
60523,13318.666666666666
60524,24097.555555555555
60525,8452.666666666666
60526,10830.666666666666
60527,2716.3333333333335
60528,7008.888888888889
60529,13076.444444444445
60530,4688.777777777777
60531,3483.0
60532,7154.333333333333
60533,3219.8888888888887
60534,6388.444444444444
60535,3361.0
60536,3015.4444444444443
60537,3916.6666666666665
60538,17408.88888888889
60539,15987.333333333334
60540,9277.555555555555
60541,11242.222222222223
60542,5210.888888888889
60543,3064.4444444444443
60544,5518.333333333333
60545,10632.222222222223
60546,3322.0
60547,1410.7777777777778
60548,5299.888888888889
60549,2586.6666666666665
60550,10137.555555555555
60551,2315.3333333333335
60552,3555.3333333333335
60553,3677.777777777778
60554,4588.888888888889
60555,10437.777777777777
60556,15021.0
60557,7177.444444444444
60558,5430.666666666667
60559,20698.777777777777
60560,4638.888888888889
60561,4927.333333333333
60562,8403.222222222223
60563,1570.6666666666667
60564,15336.444444444445
60565,1982.111111111111
60566,1461.0
60567,3816.4444444444443
60568,2356.6666666666665
60569,7491.444444444444
60570,16021.888888888889
60571,3555.5555555555557
60572,8865.222222222223
60573,2051.8888888888887
60574,1611.0
60575,1487.7777777777778
60576,22782.0
60577,4555.222222222223
60578,3954.222222222222
60579,3790.777777777778
60580,9333.222222222223
60581,12004.333333333334
60582,18864.333333333332
60583,15343.111111111111
60584,1482.2222222222222
60585,14636.555555555555
60586,2101.0
60587,1835.3333333333333
60588,2272.222222222222
60589,2595.4444444444443
60590,24513.777777777777
60591,3509.777777777778
60592,7905.555555555556
60593,3266.5555555555557
60594,22224.666666666668
60595,5233.222222222223
60596,9199.777777777777
60597,7528.444444444444
60598,4220.888888888889
60599,18393.11111111111
60600,3377.5555555555557
60601,8916.555555555555
60602,4721.111111111111
