x1,y
60001,11519.045237811864
60002,2689.2491911871475
60003,16501.848707062556
60004,7865.260950533031
60005,6481.380284380696
60006,14396.73765605491
60007,16702.04933898218
60008,10883.753310244654
60009,14057.164666678738
60010,6800.788121903392
60011,2344.1396372514573
60012,1645.7192680537246
60013,4993.64359238918
60014,5390.021808207628
60015,7782.203772468307
60016,-1775.004148512855
60017,-2082.670993563999
60018,3647.961730244946
60019,1359.9183800709052
60020,9500.729807452322
60021,2522.4823361979943
60022,10122.781543922953
60023,14760.81334101392
60024,6891.4398512798125
60025,13438.68801691449
60026,11526.533689995164
60027,12713.515967005873
60028,12219.924643017419
60029,-1218.7022951741183
60030,-1335.4030941322362
60031,2567.905802203426
60032,4919.98699956569
60033,16903.0603303562
60034,12835.052238112416
60035,14855.291083528971
60036,1062.5416481307002
60037,12697.423147408543
60038,9468.695520982637
60039,12897.75805353932
60040,-2584.376656975548
60041,4104.964582829619
60042,11772.022225475768
60043,11556.764366874075
60044,5173.203976444316
60045,4478.866337061572
60046,4812.916913397003
60047,9784.821469751112
60048,12594.81511651557
60049,8646.975242963632
60050,6035.686864192139
60051,-356.05413749932814
60052,7518.090878740117
60053,6370.810673153273
60054,5552.022125219083
60055,10137.604794288969
60056,24031.084338394547
60057,7836.380551675412
60058,5604.861698081983
60059,10648.171220156026
60060,18225.82596080346
60061,10878.484846737208
60062,15301.463885729738
60063,10299.392618436432
60064,3502.0115016861655
60065,8941.680859092321
60066,3505.6327158088543
60067,8865.20684199554
60068,1921.6976428872385
60069,9494.624933799027
60070,912.0465003854351
60071,10068.844634952795
60072,7934.676300668202
60073,7798.626223533704
60074,14275.799007453243
60075,11877.907769403126
60076,2881.9682374543636
60077,11545.736859258282
60078,12168.316115521324
60079,6361.735102585915
60080,1206.781808804666
60081,5488.20183295188
60082,3145.7591207231562
60083,15686.601804379969
60084,2713.75078147366
60085,5832.488369644801
60086,9069.563448947838
60087,1357.287860557777
60088,-344.2217590667715
60089,62.435128631106636
60090,14396.73765605491
60091,1609.3864100473547
60092,3480.4703987281937
60093,9937.12429213963
60094,12758.958395387875
60095,14854.467153669444
60096,10710.677420557948
60097,3356.844502832091
60098,8925.474275352495
60099,9084.496725573417
60100,6509.578254212841
60101,13283.821133929881
60102,13763.077187591938
60103,1992.4653229033702
60104,14919.384354686707
60105,1512.9649349434367
60106,11968.885521372018
60107,6108.429805208454
60108,10582.941853711818
60109,11621.84314299676
60110,11564.412191833373
60111,11833.08565890366
60112,10587.25368017091
60113,13881.58752152475
60114,11928.12906217372
60115,14189.12405247131
60116,14002.652635653198
60117,13222.786100882835
60118,16080.630221996505
60119,1405.6926257603445
60120,3679.587581511032
60121,13636.654910511286
60122,14497.77114957944
60123,11848.03900242873
60124,-353.33863372609085
60125,6904.289579713526
60126,10019.279508750737
60127,2452.3451237761046
60128,-1506.771039591893
60129,4372.627434009983
60130,9784.821469751112
60131,7762.750335646862
60132,4708.5408942044905
60133,7186.140094518572
60134,6073.0165195159425
60135,5490.875202565257
60136,-891.9898842866987
60137,13122.475517134306
60138,5397.842930111212
60139,12600.826422621565
60140,9791.487433692197
60141,14172.35117360711
60142,16489.209500640005
60143,14541.083643379503
60144,10919.417631609202
60145,15253.362686679548
60146,10347.632647957536
60147,12944.707023306844
60148,6770.700350824989
60149,7755.600466494247
60150,10172.752784159384
60151,6937.646839206403
60152,9153.390509632538
60153,220.18802326268997
60154,14319.792954360006
60155,-1109.3255433549148
60156,22687.787715263254
60157,11132.116332964079
60158,12339.68878964983
60159,2549.7334915736974
60160,7923.895030567526
60161,598.4844820687758
60162,13984.982538208506
60163,15204.976388742281
60164,-2061.453956025265
60165,5218.936943137482
60166,7765.914693479837
60167,7602.72003191321
60168,4623.595684767338
60169,9878.626010300388
60170,7035.230437425062
60171,-948.5728871381289
60172,9322.304835328347
60173,1606.6654466052196
60174,14262.21819448848
60175,5319.666625082717
60176,11681.43705621073
60177,13415.457524431165
60178,1908.2025169496828
60179,2653.797318288418
60180,7163.054093144187
60181,10198.857418188416
60182,5054.842361313085
60183,2991.159271324759
60184,5038.777577189227
60185,3522.344032091509
60186,10703.689126510757
60187,9178.603177562398
60188,763.8125394578874
60189,4257.228674436774
60190,9489.75807285107
60191,7084.424894623843
60192,4540.662988005317
60193,7947.159353414884
60194,12840.339433314988
60195,-428.85036139303884
60196,15113.757470136217
60197,18138.952267132663
60198,11197.307600615375
60199,8048.998641082098
60200,10224.264790273399
60201,15259.789612229
60202,-1873.2985078691381
60203,7226.882820443978
60204,1608.3896127299195
60205,3763.7720718176633
60206,16002.194523980788
60207,6742.0834742369925
60208,11418.061553678612
