x1,y
60001,6988.133737800053
60002,6010.264380027318
60003,18299.371384615384
60004,8436.847858366647
60005,6359.13595971564
60006,9795.711926187492
60007,8963.340747663551
60008,5185.5222323049
60009,10070.32006092254
60010,10370.237967050716
60011,2924.485586287495
60012,2935.980701920348
60013,6282.694100794374
60014,4513.349214728784
60015,6282.694100794374
60016,2924.485586287495
60017,2995.8556284704696
60018,2995.8556284704696
60019,2995.8556284704696
60020,9406.488085589237
60021,2924.485586287495
60022,8624.273217293656
60023,18762.86904097354
60024,6359.13595971564
60025,18299.371384615384
60026,11661.981171717172
60027,9795.711926187492
60028,8436.847858366647
60029,2924.485586287495
60030,2924.485586287495
60031,6029.005155811661
60032,5788.386156955204
60033,21963.471859296482
60034,6705.361334595362
60035,10398.07965152458
60036,6283.298783752773
60037,14814.044451073985
60038,6489.277214776071
60039,14876.062772993884
60040,2935.980701920348
60041,6282.694100794374
60042,6468.212394195889
60043,7284.881499133449
60044,2995.8556284704696
60045,6282.694100794374
60046,4481.9751277683135
60047,10370.237967050716
60048,10392.770361041143
60049,10370.237967050716
60050,7178.557380073801
60051,2924.485586287495
60052,7274.705304518664
60053,5390.283617424242
60054,6010.264380027318
60055,8963.340747663551
60056,10758.059291017464
60057,8436.847858366647
60058,6298.93788368336
60059,12486.136237667664
60060,13850.378509196515
60061,8091.078525376095
60062,13548.930367048271
60063,6705.361334595362
60064,6282.694100794374
60065,13979.450909090909
60066,4513.349214728784
60067,6359.13595971564
60068,2924.485586287495
60069,10070.32006092254
60070,2924.485586287495
60071,7205.363811728395
60072,6351.916910073955
60073,5117.276743498818
60074,16429.396651445968
60075,13979.450909090909
60076,4301.232634112792
60077,12303.203022875818
60078,10368.494198694707
60079,8436.847858366647
60080,6010.264380027318
60081,6282.694100794374
60082,2995.8556284704696
60083,17310.276842395804
60084,2924.485586287495
60085,6282.694100794374
60086,10370.237967050716
60087,2924.485586287495
60088,2924.485586287495
60089,2935.980701920348
60090,9795.711926187492
60091,4005.576299935661
60092,2935.980701920348
60093,10370.237967050716
60094,15064.68984518499
60095,8060.874748490945
60096,6705.361334595362
60097,6283.298783752773
60098,6705.361334595362
60099,10321.23445212241
60100,4596.044951590595
60101,14876.062772993884
60102,19877.475439922273
60103,2995.8556284704696
60104,6988.133737800053
60105,3849.65371577575
60106,9447.189624779652
60107,4596.044951590595
60108,6375.9818390943765
60109,10368.494198694707
60110,10090.488381657413
60111,10285.453538862354
60112,7131.326478567553
60113,10392.770361041143
60114,9447.189624779652
60115,16115.838032681833
60116,16429.396651445968
60117,10392.770361041143
60118,15794.931219980788
60119,2924.485586287495
60120,6730.963132281375
60121,10758.059291017464
60122,20382.857005758156
60123,16059.34510766906
60124,2924.485586287495
60125,6375.9818390943765
60126,8624.273217293656
60127,2995.8556284704696
60128,2924.485586287495
60129,4566.50424377348
60130,10370.237967050716
60131,6716.953238656044
60132,6282.694100794374
60133,6282.694100794374
60134,4596.044951590595
60135,4888.969230769231
60136,2977.3129377832715
60137,9795.711926187492
60138,5206.082167574731
60139,13548.930367048271
60140,6988.133737800053
60141,10611.139948564081
60142,14876.062772993884
60143,13548.930367048271
60144,6359.13595971564
60145,13944.005285055662
60146,9199.163187429855
60147,18762.86904097354
60148,6351.916910073955
60149,6990.176216216216
60150,14191.562792147086
60151,4596.044951590595
60152,7205.363811728395
60153,2924.485586287495
60154,19877.475439922273
60155,2924.485586287495
