x1,y
60001,6900.346153846154
60002,3367.786982248521
60003,16292.213235294117
60004,6272.4678362573095
60005,3931.2214285714285
60006,12595.644736842105
60007,8597.831683168317
60008,5900.528301886792
60009,13793.95
60010,7033.526946107784
60011,2175.5340314136124
60012,2086.6153846153848
60013,5376.970588235294
60014,3027.9185185185183
60015,5978.8230088495575
60016,1384.3142857142857
60017,2494.265486725664
60018,2066.603305785124
60019,1719.395238095238
60020,7276.043209876543
60021,2251.520325203252
60022,7297.714285714285
60023,13655.128
60024,2430.978102189781
60025,15754.825688073395
60026,14387.694444444445
60027,12595.644736842105
60028,10223.194594594595
60029,2114.457711442786
60030,1614.3567251461989
60031,2887.5686274509803
60032,8842.27559055118
60033,27805.87610619469
60034,5978.8230088495575
60035,9017.926470588236
60036,3225.3618421052633
60037,12802.308080808081
60038,8621.865771812081
60039,10873.717391304348
60040,6065.463414634146
60041,4068.9821428571427
60042,5146.682119205298
60043,2432.669811320755
60044,3618.4188034188032
60045,3329.374193548387
60046,2680.811965811966
60047,11680.046728971962
60048,9377.577777777778
60049,9489.27
60050,6160.951923076923
60051,2012.7747747747749
60052,2160.423728813559
60053,5336.431372549019
60054,4114.009090909091
60055,6261.182692307692
60056,14210.158273381296
60057,7466.611111111111
60058,4174.884146341464
60059,9367.150943396226
60060,3530.3430656934306
60061,9684.032520325203
60062,16337.17037037037
60063,5313.833333333333
60064,5337.229357798165
60065,7289.28431372549
60066,2408.032258064516
60067,4144.875
60068,2251.520325203252
60069,8242.83962264151
60070,3004.5714285714284
60071,6743.860465116279
60072,5363.897727272727
60073,3338.5555555555557
60074,17771.323353293414
60075,13996.908602150537
60076,2408.032258064516
60077,11978.09649122807
60078,6834.72891566265
60079,8514.566371681416
60080,1748.3363636363636
60081,5590.961165048544
60082,3096.6288659793813
60083,24697.38725490196
60084,2175.5340314136124
60085,2941.2179487179487
60086,7033.526946107784
60087,2481.8970588235293
60088,2481.8970588235293
60089,1551.8818897637796
60090,12595.644736842105
60091,6077.299270072993
60092,2066.603305785124
60093,10579.727272727272
60094,19401.021582733814
60095,8597.831683168317
60096,6457.370967741936
60097,3225.3618421052633
60098,3772.479797979798
60099,14856.354166666666
60100,5797.110344827586
60101,8295.05298013245
60102,12604.329545454546
60103,4125.732558139535
60104,11214.832335329342
60105,3663.1383647798743
60106,9684.032520325203
60107,5268.523529411765
60108,10223.194594594595
60109,6834.72891566265
60110,12671.067226890757
60111,8274.485875706214
60112,6899.6138613861385
60113,11969.736
60114,7851.348039215686
60115,13802.11214953271
60116,13996.908602150537
60117,7851.348039215686
