x1,y
60001,7232.756516344109
60002,3698.2394085096003
60003,17315.420286280125
60004,5779.285433006137
60005,3771.71704220335
60006,12497.296125900843
60007,7538.667388635263
60008,5636.939727525418
60009,12047.143418179157
60010,7686.259043153116
60011,2214.816838139632
60012,2485.4408536963924
60013,4420.666586236295
60014,3813.2071305078507
60015,6243.827672953648
60016,1418.9408627637067
60017,2835.7783996865724
60018,2439.4400823276355
60019,2021.5781631879197
60020,8377.277030596877
60021,2341.736373391743
60022,7106.919767120131
60023,15629.030148128868
60024,2678.4252901082564
60025,14218.368565748551
60026,14463.87019480073
60027,12653.644673582226
60028,11101.750052638892
60029,2052.352040907643
60030,1688.3352596269171
60031,3300.4548193749965
60032,7554.109137997777
60033,25631.623478555823
60034,6251.869791582816
60035,10054.676720347292
60036,4249.151336235371
60037,13762.680579835102
60038,8092.4833715039595
60039,10998.559121989156
60040,4393.121006038176
60041,3916.6700436619035
60042,4861.01583309389
60043,2561.459826803964
60044,3894.107426169919
60045,3392.6653342529926
60046,3541.4271074212347
60047,10301.973575024169
60048,9626.986418965274
60049,10217.039385152046
60050,5901.447337442864
60051,2218.205888478255
60052,2377.0338687527073
60053,5674.327733556442
60054,4125.467122594501
60055,6154.0724683847675
60056,14224.145666574126
60057,7984.530732077841
60058,4653.00103082099
60059,8927.318275717374
60060,6718.103073991792
60061,8440.789099496033
60062,15725.451222629514
60063,4806.2418593044795
60064,3982.7591586025505
60065,8951.76755318716
60066,2843.201120438114
60067,4178.836647298507
60068,2300.6962830895477
60069,9102.813580994642
60070,3366.3938650082955
60071,6538.993578907729
60072,5046.526179780355
60073,3521.959205429614
60074,16076.067368009359
60075,11629.251768051658
60076,2539.5511375217284
60077,12388.026565233662
60078,7465.566139307454
60079,8137.773709784585
60080,2088.266127358179
60081,5966.967321685171
60082,3186.8050832399144
60083,17452.416356249818
60084,2175.7566701305927
60085,3490.044685674484
60086,7476.6159620013195
60087,2328.1366839978814
60088,2115.179725978495
60089,1881.7971728235277
60090,12334.528438407357
60091,2500.462945598065
60092,2404.301612668113
60093,12466.438083747904
60094,17763.75531950376
60095,9446.537006481352
60096,6210.190374478443
60097,4156.806122582245
60098,4928.474245618523
60099,12119.5290745619
60100,4892.957563662435
60101,9731.15294167943
60102,16021.403137424768
60103,3907.0213983196577
60104,10774.597016765472
60105,3171.399366513365
60106,8927.927226659916
60107,5344.229850646033
60108,10140.217733203293
60109,6986.667927652652
60110,11734.763442732217
60111,8424.043511837615
60112,6295.301341625289
60113,12678.696820768586
60114,7264.05428468041
60115,13777.807559753324
60116,14353.225425544846
60117,8593.725313703277
60118,11546.231176487003
60119,1991.59573310666
60120,5466.738912478701
60121,12930.975406492487
60122,17272.04922506705
60123,11219.261622064865
60124,2275.156927703618
60125,7904.921645937042
60126,7894.926069676054
60127,2438.224753010448
60128,1949.6371489261537
60129,5982.323731704483
60130,10301.025580486927
60131,4836.370772890731
60132,3533.2309441259804
60133,6247.299969211122
60134,3982.0014311295763
60135,4571.514302283443
60136,2888.406962008792
60137,12539.659159103267
60138,4063.2620683559007
60139,9025.389638065839
60140,6624.088011248456
60141,16420.392080819754
60142,19198.090316823855
60143,13323.418164435676
60144,7272.897490015335
60145,6452.9866900707
60146,10740.977800686775
60147,13350.099075074639
60148,4336.398641132967
60149,5719.170004877186
60150,11125.769497871974
60151,3062.980342324228
60152,4428.7737971197985
60153,1724.3241831447665
60154,18611.13824156265
60155,1836.7869391832858
60156,22157.282608650137
60157,9252.284362368768
60158,7468.1207615769945
60159,3360.4741843569354
60160,5667.419432986964
60161,2558.809275968572
60162,16696.20527049959
60163,5224.178318269598
